ID,item_cnt_month
0,-0.063139066
1,0.0974121
2,0.2849063
3,0.13773479
4,0.08974501
5,0.24523644
6,0.30110666
7,0.11106959
8,0.16116892
9,0.07446539
10,0.16075219
11,-0.15506427
12,0.0974121
13,0.1252363
14,0.39249474
15,0.51027346
16,0.09394834
17,0.11106959
18,0.62786585
19,0.062822476
20,0.2269831
21,0.08275584
22,0.42891896
23,1.3613303
24,0.6214549
25,0.07144425
26,0.07144425
27,-0.07191798
28,0.37304047
29,0.3578204
30,0.03777483
31,0.06987066
32,-0.072766334
33,-0.074435726
34,0.12849958
35,0.12849958
36,0.12840891
37,-0.050960854
38,0.06307201
39,0.0993727
40,0.29868922
41,-0.07197353
42,0.6459419
43,0.18922111
44,0.058151044
45,0.08580427
46,0.11190187
47,0.16693741
48,0.15826118
49,0.2517464
50,0.5306746
51,0.105740905
52,0.21351352
53,0.15324815
54,0.5382322
55,0.29370627
56,0.016960295
57,0.2690155
58,0.27216884
59,0.30110666
60,0.27216884
61,0.20081589
62,0.03851322
63,0.2007453
64,0.11826873
65,0.06861268
66,0.23408513
67,0.12606601
68,-0.013249142
69,0.12378946
70,0.10999455
71,0.16842037
72,0.35882804
73,1.3586807
74,0.07620857
75,0.07620857
76,0.212058
77,0.119155206
78,0.094832115
79,0.05816619
80,0.01662157
81,0.5154549
82,-0.014272912
83,0.053258933
84,0.029023254
85,0.48242053
86,0.23596975
87,0.0974121
88,0.11521382
89,0.8612152
90,0.14520457
91,0.1838843
92,0.54169637
93,0.05793563
94,0.00130626
95,0.0974121
96,0.064920746
97,0.006580623
98,0.40113232
99,0.7275427
100,0.14141406
101,0.049572177
102,0.068814166
103,0.16473402
104,0.1313083
105,0.11521382
106,0.11521382
107,0.08481781
108,0.10184034
109,0.08104261
110,0.060091052
111,0.064920746
112,0.064920746
113,0.062822476
114,0.05535059
115,0.00862536
116,0.07255255
117,0.11487143
118,0.27085516
119,0.09818885
120,0.0974121
121,0.0974121
122,0.17503081
123,0.11737764
124,0.07202617
125,0.29427326
126,0.1313083
127,0.07936677
128,0.08580427
129,0.10232132
130,0.15687239
131,0.042911477
132,0.1939349
133,0.21005967
134,0.0974121
135,0.18997958
