ID,item_cnt_month
0,-0.019713592
1,0.048963875
2,0.012633722
3,0.037157297
4,-0.0012074
5,-0.019713592
6,-0.023235653
7,0.047110982
8,0.048963875
9,-0.023235653
10,0.048963875
11,-0.03349003
12,0.048963875
13,0.002107982
14,0.014752064
15,0.002107982
16,0.002107982
17,0.047110982
18,0.020508166
19,-0.022280026
20,0.048963875
21,-0.006470311
22,-0.020672474
23,0.012633722
24,0.012633722
25,-0.023347776
26,-0.023347776
27,-0.023103584
28,-0.025139604
29,0.050753433
30,-0.023351435
31,-0.023376662
32,-0.023351435
33,-0.023331884
34,0.028792482
35,0.028792482
36,0.041247208
37,-0.023379128
38,0.00541601
39,0.00541601
40,0.037157297
41,-0.022630025
42,0.21965508
43,0.21834506
44,0.050753433
45,0.050753433
46,0.047110982
47,0.0392154
48,0.04164977
49,0.041247208
50,0.041247208
51,0.037157297
52,0.047110982
53,0.0392154
54,-0.017570857
55,0.020508166
56,-0.019713592
57,-0.019713592
58,-0.022280026
59,-0.023235653
60,-0.022280026
61,0.012633722
62,0.012633722
63,0.020508166
64,0.020508166
65,-0.023374435
66,0.008930486
67,0.041227024
68,-0.019713592
69,0.024617784
70,0.014548797
71,-0.023365017
72,0.020508166
73,0.013233516
74,-0.011035014
75,-0.011035014
76,0.032988198
77,0.044033397
78,0.002107982
79,0.015506372
80,-0.005757559
81,-0.022280026
82,-0.011035014
83,-0.022280026
84,0.009124693
85,-0.011035014
86,-0.000980448
87,0.048963875
88,0.045528863
89,0.04520219
90,0.00541601
91,0.00541601
92,0.037157297
93,-0.019713592
94,-0.022280026
95,0.048963875
96,-0.01872522
97,-0.011035014
98,-0.003841217
99,-0.02325524
100,-0.022897538
101,-0.034421977
102,-0.014710564
103,-0.023374435
104,0.032988198
105,0.04520219
106,0.04520219
107,-0.021246519
108,0.048963875
109,-0.007697586
110,-0.01872522
111,-0.01872522
112,-0.01872522
113,-0.022280026
114,0.012633722
115,-0.011035014
116,0.052471753
117,0.04520219
118,0.047110982
119,0.048963875
120,0.048963875
121,0.048963875
122,0.048963875
123,0.048963875
124,0.047110982
125,0.047110982
126,0.032988198
127,0.05162189
128,0.050753433
129,0.041247208
130,-0.01725467
131,0.055663526
132,0.04520219
133,0.029127821
134,0.048963875
135,0.011317331
136,0.014936738
137,0.012633722
138,0.020508166
139,0.020508166
140,0.048963875
141,0.053465407
142,0.051449694
143,0.04324516
144,0.028792482
145,0.028792482
146,0.028792482
147,0.037157297
148,0.051449694
149,0.008930486
150,-0.029282872
151,0.050753433
152,0.013185125
153,0.048963875
154,-0.022911321
155,0.048963875
156,0.032988198
157,0.0392154
158,0.020508166
159,0.04324516
160,0.044150963
161,0.048963875
162,0.001757387
163,0.020508166
164,0.0420507
165,0.052471753
166,0.053465407
167,0.052471753
168,0.0392154
169,0.052471753
170,0.048963875
171,0.04520219
172,-0.023089956
173,0.012633722
174,0.002107982
175,-0.023337249
176,0.054111127
177,0.032988198
178,0.032988198
179,0.052471753
180,0.04520219
181,0.04520219
182,0.04520219
183,0.020508166
184,0.048963875
185,0.053465407
186,0.052471753
187,0.0392154
188,0.012633722
189,0.012633722
190,0.002107982
191,0.002107982
192,0.047110982
193,0.020508166
194,0.032988198
195,-0.019713592
196,-0.23866728
197,-0.011035014
198,0.037157297
199,0.00541601
200,0.00541601
201,0.00541601
202,-0.011035014
203,-0.014710564
204,-0.01872522
205,-0.011035014
206,-0.011035014
207,-0.014710564
208,0.041247208
209,0.032988198
210,0.04520219
211,0.051449694
212,0.048963875
213,0.047110982
214,0.008167159
215,0.032988198
216,0.048963875
217,0.04520219
218,0.002969962
219,0.020600542
220,-0.011035014
221,0.020508166
222,0.032988198
223,-0.006470311
224,-0.019713592
225,-0.022917997
226,-0.020549227
227,0.020508166
228,0.0392154
229,0.048963875
230,0.02214178
231,0.01685765
232,0.09872853
233,0.0392154
234,0.020548932
235,0.04900023
236,0.009256367
237,-0.022242833
238,-0.022838216
239,0.008930486
240,0.050753433
241,0.048963875
242,0.04900023
243,0.020508166
244,0.041247208
245,0.04324516
246,0.037157297
247,-0.019713592
248,0.032988198
249,-0.019713592
250,0.020508166
251,0.048963875
252,0.020508166
253,-0.021246519
254,0.012633722
255,-0.023235653
256,0.018690638
257,0.051449694
258,0.002107982
259,0.052471753
260,0.03089064
261,0.052471753
262,0.04520219
263,0.028792482
264,0.047110982
265,-0.012979966
266,0.052471753
267,0.024617784
268,0.0392154
269,0.020508166
270,0.037157297
271,0.052471753
272,0.041247208
273,0.04520219
274,0.012918402
275,0.054111127
276,0.024617784
277,0.04673361
278,0.02669961
279,0.03591242
280,0.041247208
281,0.028792482
282,0.037157297
283,-0.011035014
284,0.002107982
285,0.008930486
286,0.041247208
287,0.020508166
288,0.028792482
289,0.048963875
290,0.041247208
291,0.047110982
292,-0.000980448
293,0.034661822
294,0.048963875
295,0.048963875
296,0.020508166
297,0.04324516
298,0.055663526
299,0.02669961
300,0.048963875
301,0.028792482
302,-0.022280026
303,-0.022280026
304,-0.022280026
305,0.054111127
306,0.053465407
307,0.041247208
308,0.052471753
309,0.04910051
310,0.017591536
311,0.04520219
312,0.020508166
313,0.0420507
314,0.020508166
315,0.049363457
316,0.047110982
317,0.04520219
318,0.052471753
319,0.051449694
320,0.050753433
321,0.054111127
322,0.051449694
323,0.051449694
324,0.051449694
325,0.051449694
326,0.051449694
327,0.020508166
328,0.041247208
329,0.015325952
330,0.0420507
331,-0.01872522
332,0.051449694
333,0.051449694
334,0.04520219
335,0.0392154
336,0.010759737
337,0.024617784
338,0.024617784
339,0.051449694
340,0.051449694
341,0.002107982
342,0.041247208
343,0.053465407
344,0.047110982
345,0.047110982
346,0.055663526
347,0.055663526
348,0.020508166
349,0.053465407
350,-0.003841217
351,-0.023241814
352,0.048963875
353,0.088488616
354,0.037157297
355,-0.3076399
356,-0.011035014
357,-0.011035014
358,0.051449694
359,-0.011022735
360,-0.003841217
361,0.012633722
362,-0.011035014
363,0.048963875
364,0.035079323
365,0.048963875
366,0.052471753
367,0.047110982
368,-0.011035014
369,0.045971833
370,0.016502328
371,0.050753433
372,0.028792482
373,0.000535634
374,0.036743052
375,0.012633722
376,0.012633722
377,0.00541601
378,0.016502328
379,-0.01872522
380,-0.01872522
381,0.048963875
382,0.048963875
383,0.047110982
384,0.048963875
385,0.053465407
386,0.047110982
387,0.041247208
388,0.048963875
389,0.054111127
390,0.04160956
391,0.002107982
392,0.037157297
393,0.028792482
394,0.048963875
395,0.04438574
396,0.03837881
397,0.028792482
398,-0.011035014
399,0.008930486
400,0.048963875
401,0.04324516
402,-0.006470311
403,-0.011035014
404,-0.022280026
405,0.020508166
406,-0.022917997
407,-0.020549227
408,0.048963875
409,0.020508166
410,0.048963875
411,0.020508166
412,-0.023337249
413,-0.022280026
414,-0.022917997
415,0.17212255
416,0.020508166
417,0.020508166
418,0.020508166
419,0.048963875
420,0.04330897
421,0.047110982
422,0.00541601
423,0.037157297
424,0.012633722
425,0.024617784
426,0.028792482
427,0.047110982
428,0.028792482
429,-0.023337249
430,0.012733135
431,0.037157297
432,0.04520219
433,0.041247208
434,-0.021819133
435,0.002107982
436,0.047110982
437,0.00541601
438,0.047110982
439,0.048963875
440,-0.021246519
441,-0.022280026
442,-0.022897538
443,-0.022280026
444,0.020508166
445,0.048963875
446,-0.006470311
447,0.023582771
448,0.032975685
449,0.020508166
450,0.033000793
451,0.020508166
452,-0.023337249
453,-0.023337249
454,-0.023337249
455,0.020508166
456,0.020508166
457,0.047110982
458,-0.022897538
459,0.050753433
460,0.6815406
461,0.0420507
462,0.053465407
463,0.053465407
464,0.04520219
465,0.03089064
466,0.04324516
467,0.053465407
468,0.051449694
469,0.048963875
470,0.000535634
471,0.03798324
472,0.012633722
473,-0.012979966
474,0.053465407
475,0.053465407
476,0.055663526
477,0.048963875
478,0.052471753
479,0.04520219
480,-0.011035014
481,-0.011035014
482,-0.008867208
483,0.020508166
484,0.016502328
485,0.016502328
486,-0.011035014
487,-0.015498724
488,0.016502328
489,0.016502328
490,-0.012979966
491,-0.006470311
492,0.032988198
493,0.052471753
494,0.0392154
495,-0.023120511
496,0.048963875
497,-0.03957813
498,-0.023259971
499,-0.023299184
500,-0.023347776
501,0.008930486
502,-0.011035014
503,0.020508166
504,-0.023374435
505,0.012633722
506,-0.019713592
507,0.041247208
508,0.020508166
509,-0.022280026
510,0.03089064
511,0.032988198
512,0.007148352
513,0.048963875
514,0.002107982
515,-0.011035014
516,0.047110982
517,0.020508166
518,0.012633722
519,0.00541601
520,0.012633722
521,0.037157297
522,0.012633722
523,-0.011035014
524,-0.02517103
525,-0.006470311
526,0.047110982
527,0.051449694
528,0.054111127
529,0.052471753
530,0.020508166
531,-0.019713592
532,0.048963875
533,0.04324516
534,-0.01872522
535,0.04520219
536,0.041247208
537,0.048963875
538,-0.006470311
539,0.047110982
540,0.020508166
541,0.020508166
542,-0.023337249
543,0.012633722
544,0.02669961
545,-0.023337249
546,0.019994356
547,0.020508166
548,-0.014710564
549,-0.006243166
550,0.009256367
551,-0.019713592
552,0.012633722
553,0.013356764
554,-0.018628273
555,-0.021819133
556,0.047110982
557,-0.003841217
558,0.000535634
559,0.033030078
560,-0.011035014
561,0.012633722
562,0.04520219
563,0.047110982
564,0.047110982
565,0.041247208
566,0.048963875
567,-0.022897538
568,0.002107982
569,-0.007721346
570,0.050753433
571,0.002107982
572,0.047110982
573,0.04324516
574,-0.023304392
575,0.002075959
576,0.048963875
577,0.048963875
578,0.020508166
579,-0.01872522
580,0.007148352
581,0.000535634
582,0.007148352
583,0.00541601
584,0.047110982
585,0.0392154
586,0.04438574
587,0.055053327
588,0.055053327
589,0.053137142
590,0.03591242
591,0.007113274
592,0.010722827
593,0.021323066
594,0.032988198
595,0.047110982
596,0.053465407
597,0.047110982
598,0.048963875
599,0.04324516
600,-0.023120511
601,0.04892744
602,0.04593357
603,0.050753433
604,0.032988198
605,0.03089064
606,0.04520219
607,-0.020549227
608,0.002100077
609,-0.022280026
610,-0.023374435
611,-0.019713592
612,-0.022917997
613,-0.022917997
614,-0.009979304
615,0.012633722
616,-0.022897538
617,-0.021246519
618,0.020508166
619,-0.023862619
620,-0.022280026
621,-0.011035014
622,-0.03957813
623,-0.02337503
624,0.04324516
625,-0.002439562
626,0.048963875
627,0.048963875
628,0.048963875
629,0.048963875
630,0.04324516
631,-0.016236741
632,0.048963875
633,-0.011035014
634,-0.000711862
635,-0.022897538
636,0.048963875
637,-0.019713592
638,0.048963875
639,-0.021246519
640,0.012633722
641,0.020508166
642,0.00541601
643,-0.022280026
644,0.048963875
645,0.048963875
646,0.048963875
647,0.000535634
648,-0.023337249
649,0.00541601
650,0.048963875
651,-0.012979966
652,0.04673361
653,0.048963875
654,0.032988198
655,0.00541601
656,0.009256367
657,-0.012813967
658,-0.010849271
659,0.052471753
660,0.041247208
661,0.047110982
662,0.047110982
663,0.028792482
664,-0.023337249
665,0.028792482
666,0.047110982
667,0.047110982
668,0.053465407
669,0.002107982
670,-0.003593292
671,-0.014710564
672,-0.021246519
673,0.008930486
674,-0.014710564
675,0.014548797
676,-0.016236741
677,-0.019713592
678,-0.023374435
679,-0.022280026
680,-0.019713592
681,-0.019713592
682,-0.006470311
683,-0.022280026
684,0.053465407
685,0.053465407
686,-0.003841217
687,-0.3153404
688,0.048963875
689,-0.01872522
690,0.03089064
691,0.048963875
692,0.048963875
693,0.054111127
694,0.055693682
695,0.002107982
696,0.04520219
697,0.028792482
698,0.03089064
699,0.00541601
700,0.04673361
701,0.037157297
702,0.04673361
703,0.04673361
704,0.048963875
705,0.052471753
706,0.048963875
707,0.041247208
708,0.037157297
709,-0.01872522
710,0.002107982
711,0.012633722
712,0.052505247
713,0.053789977
714,0.050753433
715,0.024617784
716,0.002107982
717,0.024617784
718,0.052471753
719,0.041247208
720,0.048963875
721,0.050753433
722,0.0392154
723,0.055663526
724,0.052471753
725,0.04520219
726,0.048963875
727,0.048963875
728,0.04520219
729,0.04520219
730,0.051449694
731,0.054111127
732,0.048963875
733,0.054111127
734,0.04324516
735,0.050753433
736,0.052471753
737,0.04520219
738,0.041247208
739,0.052471753
740,0.054111127
741,0.032988198
742,0.052471753
743,0.047859132
744,0.047110982
745,0.034661822
746,0.04520219
747,0.04520219
748,0.051449694
749,0.050753433
750,0.0392154
751,0.051449694
752,0.04324516
753,0.054111127
754,-0.023235653
755,0.04324516
756,0.04520219
757,0.04520219
758,0.04520219
759,0.032988198
760,-0.019713592
761,-0.011035014
762,0.024617784
763,0.04324516
764,0.028792482
765,0.053465407
766,0.012633722
767,0.041247208
768,0.04520219
769,0.024617784
770,0.053465407
771,0.041247208
772,0.035079323
773,0.02669961
774,0.034661822
775,0.041247208
776,0.028792482
777,0.028792482
778,0.041247208
779,0.046353694
780,0.033825785
781,0.04673361
782,0.04520219
783,0.04520219
784,0.010759737
785,0.03089064
786,0.044033397
787,0.03962412
788,0.03962412
789,0.038805727
790,0.038805727
791,0.010759737
792,0.010759737
793,0.046353694
794,0.041247208
795,0.035079323
796,0.028792482
797,0.043205507
798,0.043205507
799,0.04673361
800,0.034661822
801,0.052471753
802,0.052471753
803,0.041247208
804,0.0392154
805,0.04324516
806,0.0392154
807,0.048963875
808,0.04520219
809,-0.008867208
810,0.016502328
811,0.016502328
812,-0.013871666
813,-0.017558616
814,0.052471753
815,0.020508166
816,0.04520219
817,0.048963875
818,0.028792482
819,0.051449694
820,0.008930486
821,-0.01872522
822,-0.011035014
823,0.00541601
824,0.032988198
825,0.054111127
826,0.054111127
